VideoId,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,clean_text
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,people would take step back make case anyone except two people situation lump mess take matters hands makes kinds protests selfish without rational thought investigation guy video heavily emotional hyped wants heard gets heard presses never reasonable discussion kudos smerconish keeping level whole time letting masri make fool dare tore city protest make dishonor entire incident hate way since police brutality become epidemic wish everyone would stop pretending like knew exactly going measurable amount people honestly witnessed incident none us clue way whole issue swung grand jury informed trust majority rule right course action let also thank police officers america actually serve protect even bit jerk pull respect job know someone many people going pout held accountable actions people hate police need officer two around emergency
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,law enforcement trained shoot apprehend trained shoot kill thank wilson killing punk bitch
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,dont reckon black lives matter banners held white cunts kinda patronizing ironically racist could come somethin better white folks give selves pride ooo look im nice black people always race actually whole world pussyfootin around fear racist fuckin daft man
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,large number people like police officers called criminals reason police officers fact criminals like police officers testament good work police officers protecting public children family danger hessitate call help call police time people stopped complaining started give police respect hard work dedication often requires put lives line serve public
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,arab dude absolutely right shot extra time shoot hes attacking would stop attack shoot twice still attacking six times shoot kill opinion
04kJtp6pVXI,1,0,0,0,0,1,0,0,0,0,1,0,people facebook https www facebook com bassem masri ties isis terrorist groups muslim extremist
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,check tube post black man goes epic rant ferguson rioters although message delivered childish cartoon ish emotions one african american gets
04kJtp6pVXI,1,1,0,0,1,1,1,0,0,0,0,0,would love see pussy go staten island spit cop would love see happen mike brown strong arm thug people burning ferguson eric garnier nothing wrong choked death protest mafia controlled staten island burning cars nothing
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,agree protestor
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,mike browns father made say boooshit
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,guy right point judge speaking abilities judge messege racist fucks suck dick like always media focusing thing matter cnn shit
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,moral story reach cops gun probably gunna get shot white black
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,masri close get isis america
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,know chimpers compassion mud pumping hearts
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,believe whatever wanna believe care say bassem masri idiot
04kJtp6pVXI,1,0,0,0,0,1,0,0,0,0,1,0,bassem masri terrorist part isis
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,would nt waist time trying reason police spitting thug trying defend criminal brown losing matter grand jury made decision live
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,wish mr masri dead
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,thus collapse usa two possibilities considered whereby one boils dictatorship evil reprisals possibility may new reconstruction people fundamentally conscious responsibilities attain government really everything bring effective valuable new start whether actually occur currently extremely questionable presently totalitarian manner everything directed towards interests economic military political cultural well towards strict fundamentalist religious sectarian based enormous lies devious misanthropic criminal felonious machinations every imaginable regard also means population usa spied upon secret services even severely within neighbourhoods forth every possible manner restricted freedom addition violence emerges form openly covertly
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,actually shout fire crowded theater christopher hitchens demonstrated talk free speech look interviewee correct cops serve public way around consistent serving public police department represent public race ethnicity ranks hire bunch big tough black guys police department fewer blacks shot death puny white guy felt humiliated got bitch slapped teenager
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,think kill
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,legalize marijuana problems stop
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,word provocateur
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,lol happens greedy rich slime keep masses uneducated ignorant deal stupid created trying reason irrational exercise futility get popcorn ready bc boil fall talk fall walking
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,legal system inherently racist cnn reporter
04kJtp6pVXI,1,0,0,0,0,1,0,0,0,0,1,0,looks ready cut heads must isis sympathizer going say maybe care issue hand want go loot stores fuck shit
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,lol shoot apprehend idiot
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,case overshadowed cops murdered kid fake sword saratoga springs utah much outraged mike brown case murder happened utah deal cops provided non lethal weapons shooting utah unwarranted ran know ran lunged police fake sword taken opportunity immediate action right ran shot times back know large group cops corrupt murderers nothing new though ran police many times teens cops pursue find hiding put bullets back ending life said paper saratoga springs black population would say
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,man zionist jew look ypu see jewnesss face cnn employ zionist sympathisers neo con racists wolf blitzer emplpyeee
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,blood street worried words getting tired way mainstream media treating us like idiots follow condescending irrelevant distracting disparaging narrative step cnn
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,stop criminals wont get shot simple
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,like turtles
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,massri needs education
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,cnn mother fuckers fuck peace shit
04kJtp6pVXI,1,1,0,1,1,1,1,0,0,0,0,0,statement think ali sheep butt fucker masri take ak go fight syria
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,hahahahaha guy ed bassmaster character always teste ed bassmaster semi retarded character cross eyed like guy
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,childish cops sleep night
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,completely idiot minutrs fame
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,hope god guys still falling ol banana tailpipe bullshit news giving
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,cnn bullcrap
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,alright entire case crap people saying white people racist calling bad names racist would like call us extensive investigations prove boy death self defense however defending whole kkk thing defending helpless citizens ferguson boy died care white black care people ferguson treating town really cared incident would hold memorials express feelings helping get justice really matters boy dead something done grand jury decided
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,guy know happened hands
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,ayy cnn lookin like pussies
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,smirconnish even handed guy world guy masri idiot
04kJtp6pVXI,1,1,0,0,0,1,1,0,0,0,0,0,masri total idiot know evidence come conclusions instead clue dont attack cop try take gun rush finally gets car wont get shot duhhh would masri take brown icecream beating ground defend btw browns momma gramma violently assaulted people selling shirts memory brown put two people hospital stole money trashed shop probably charged know sort mentality brown raised thug wanna caused death
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,take break bassem making much sense debate
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,let reverse rolls black racist cops rich white communities prove racist white man gets pissed intolerable condition unload several clips high caliber ammo point blank range audacity questioning authority americans need full alert elitist agenda set presidents questioning authority elitist upper class problem prison culture cia drug cartels exporting jobs importing cheap labor elitist get bailed support corrupt system turn around c get past race issue govt incites divide working class hardly call working class govt put everyone work homeless class let us get western history role big money plays clusterfuck designed destroy nation destroyed point get back ask
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,moron talking peaceful burning nation flag idiot even though suppose old knowledge babies making noise
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,cia agent provocateur operative kick start riots new american civil war african american rehearsed ebonics transparent
04kJtp6pVXI,1,1,0,1,0,1,1,0,0,0,0,0,someone shoot black idiot would make giggle inside
04kJtp6pVXI,1,1,0,1,1,0,0,0,0,0,0,0,people sick man speaking truth mad trying justify young boy nothing shot killed smh devil disease earth glad sun burns asses extinction planet back half animal half devil cave beasts
04kJtp6pVXI,1,1,1,1,0,1,0,0,0,0,1,0,world changing im mad police id dam isis gonna come thats time kill faucks
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,cnn propaganda part people let hear ferguson
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,waste time talking idiot know im sayin believe want believe yup hell facts evidence loser
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,news fucktards puppet players paid liars
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,bassem right express freedom expression right amendment constitution dont think cnn competent
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,guy riot work orrrr let guess fucks day nothing
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,mr masri right say better
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,anyone tell racist white man shoots black man racist black man shoots white man cases turn instantly racist ones makes sense
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,racial profiling police intimidation robbed store got killed result fucking excuses man black people get arrested commit strong arm robbery black people get violent fear getting put like animal actually said worry warrants lol fucking piece human garbage
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,wrong mother fucker shoot apprehend
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,black white crimes seems big topic us ferguson case came brag finnish cops used firearm times last year time towards human times warn times kill wounded animal million ppl gun per capita
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,heading reads protesters take far
04kJtp6pVXI,1,0,0,0,0,1,0,0,0,0,1,0,muslim man anything mind peace wants stir dissonance trouble among americans using racist accusations man goal
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,add another imbecile bunch reporter incompetent bastard
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,interviewer right guy show respect paramilitary police killing getting away ha
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,dumb people
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,bassem think walmart hiring holidays get job loser
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,teen faces life prison pot brownies year old man gets arrested feeding poor police officer set free charges whatsoever killing teenager people see wrong
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,know sayin wow
